Start_Lat,Start_Longitude,Start_Time,End_Lat,End_Longitude,End_Time,Distance,Flag,Day_time
12.789793,77.70594,06:10:21,12.78956,77.706238,06:20:18,314,0,22221
12.78956,77.706238,07:00:59,12.789639999999999,77.706795,07:10:50,321,0,25259
12.97526,77.57621800000001,08:35:11,12.97834,77.572067,08:45:08,921,0,30911
12.859318,77.661858,09:57:51,12.848338,77.670631,10:07:49,1644,0,35871
12.802789,77.703827,10:48:40,12.806289,77.699089,10:57:57,1071,0,38920
12.868113000000001,77.654442,11:19:19,12.877329,77.647026,11:29:17,1322,0,40759
12.904991,77.630051,11:39:34,12.911951,77.625793,11:49:13,911,0,41974
12.960726,77.593956,12:20:35,12.9671,77.59028599999999,12:30:32,1359,0,44435
12.967103,77.589958,12:30:42,12.973041,77.579697,12:40:40,1417,1,45042
12.97322,77.579247,12:40:50,12.977102,77.571838,12:50:48,1168,2,45650
12.974184,77.586533,13:01:16,12.964421000000002,77.58824200000001,13:11:13,1410,0,46876
12.964414,77.58824200000001,13:11:23,12.955672999999999,77.592262,13:21:21,1478,1,47483
12.802735,77.703613,14:37:13,12.802378,77.704201,14:46:10,203,0,52633
12.955457000000001,77.592262,16:03:45,12.964864,77.596329,16:13:42,1209,0,57825
12.973983,77.579483,16:24:00,12.978219000000001,77.572365,16:33:57,1266,0,59040
12.977596,77.584747,16:44:15,12.969628,77.587112,16:54:13,1109,0,60255
12.969599,77.587097,16:54:23,12.963311000000001,77.589371,17:04:20,991,1,60863
12.802739,77.70384200000001,18:35:48,12.789638,77.706787,18:45:46,1573,0,66948
12.789638,77.706779,18:45:56,12.789482000000001,77.70681,18:55:53,104,1,67556
12.788769,77.706787,19:06:11,12.789767999999999,77.706352,19:16:09,214,0,68771
12.789767999999999,77.706352,19:16:19,12.789767999999999,77.706352,19:26:16,100,1,69379
12.789767999999999,77.706352,19:36:34,12.789767999999999,77.706352,19:46:31,100,0,70594
12.789767999999999,77.706352,23:06:45,12.789574,77.706329,23:16:39,101,0,83205
12.789574,77.706329,23:16:49,12.789574,77.706329,23:26:46,100,1,83809
12.789574,77.706329,23:26:56,12.789574,77.706329,23:36:54,101,2,84416
12.789574,77.706329,23:37:04,12.789574,77.706329,23:47:01,100,3,85024
12.789574,77.706329,23:47:11,12.789574,77.706329,23:57:09,100,4,85631
